trip_id,rider_id,driver_id,vehicle_type,trip_fare,day_type,rating,wait_time,trip_duration
100981,1261,5097,Shared,24.2,Weekday,Not given,7,58
100982,1134,5048,SUV,63.33,Weekday,Not given,21,44
100983,1178,5054,Economy,60.78,Weekday,Not given,23,61
100984,1030,5050,Premium,36.27,Weekend,5,18,31
100985,1170,5090,Economy,14.16,Weekday,5,20,50
100986,1373,5061,Economy,27.68,Weekday,2,15,40
100987,1039,5068,Economy,37.52,Weekday,5,20,71
100988,1407,5011,Economy,45.06,Weekend,3,20,12
100989,1174,5018,Premium,44.78,Weekday,4,24,19
100990,1367,5012,Economy,44.61,Weekday,3,11,12
100991,1011,5017,Economy,46.92,Weekday,5,18,56
100992,1450,5018,Economy,19.71,Weekday,5,10,23
100993,1462,5099,Premium,43.15,Weekday,4,15,32
100994,1329,5011,Shared,60.12,Weekend,3,10,10
100995,1475,5059,Premium,11.46,Weekend,Not given,3,57
100996,1209,5097,Shared,45.02,Weekday,4,4,12
100997,1449,5078,SUV,33.82,Weekday,3,5,66
100998,1082,5066,Economy,57.06,Weekday,4,3,11
100999,1405,5063,Shared,29.36,Weekday,4,6,63
101000,1387,5072,Premium,40.8,Weekday,Not given,18,23
101001,1246,5087,Economy,13.76,Weekday,5,16,47
101002,1149,5012,Economy,52.01,Weekend,Not given,7,15
101003,1438,5034,Shared,40.02,Weekday,4,14,29
101004,1295,5060,Economy,61.01,Weekday,4,13,55
101005,1095,5035,Economy,41.95,Weekday,Not given,22,31
101006,1256,5044,Shared,52.48,Weekend,2,15,21
101007,1306,5009,Shared,23.94,Weekday,4,23,36
101008,1155,5093,Shared,15.33,Weekday,5,19,30
101009,1372,5011,Economy,48.23,Weekend,Not given,14,37
101010,1345,5078,Economy,29.39,Weekend,5,22,59
101011,1383,5066,Economy,33.76,Weekday,5,3,10
101012,1278,5095,Economy,26.94,Weekday,4,15,43
101013,1295,5067,Economy,63.65,Weekday,Not given,8,74
101014,1309,5028,Economy,39.84,Weekday,1,18,32
101015,1459,5093,Economy,50.15,Weekday,Not given,17,14
101016,1481,5058,Premium,23.19,Weekday,Not given,13,27
101017,1276,5010,Economy,43.89,Weekday,4,9,14
101018,1078,5023,Premium,34.88,Weekday,Not given,23,62
101019,1125,5066,Shared,47.55,Weekday,1,12,55
101020,1375,5035,Shared,11.19,Weekday,2,5,56
101021,1006,5080,Economy,40.47,Weekday,4,22,32
101022,1071,5027,Shared,64.95,Weekend,Not given,13,60
101023,1156,5038,Economy,49.15,Weekend,Not given,19,67
101024,1221,5012,Economy,39.08,Weekday,1,12,21
101025,1135,5094,SUV,13.35,Weekday,5,21,62
101026,1362,5012,SUV,37.06,Weekday,Not given,24,31
101027,1354,5009,Economy,8.32,Weekday,3,22,12
101028,1456,5095,Premium,57.81,Weekday,2,20,32
101029,1280,5015,Economy,16.89,Weekday,Not given,14,22
101030,1475,5051,Premium,28.32,Weekday,3,16,69
101031,1335,5078,Shared,11.52,Weekday,Not given,10,29
101032,1342,5011,Economy,35.52,Weekend,Not given,23,63
101033,1318,5046,Economy,36.93,Weekday,3,17,48
101034,1488,5086,Premium,55.55,Weekday,4,19,64
101035,1080,5086,Economy,27.26,Weekday,4,9,71
101036,1311,5017,Economy,29.52,Weekend,4,6,68
101037,1119,5020,Economy,44.93,Weekday,3,14,10
101038,1313,5002,Premium,16.59,Weekday,5,19,68
101039,1065,5008,Shared,32.13,Weekend,4,6,51
101040,1426,5061,Economy,28.4,Weekday,5,12,62
101041,1446,5084,Premium,55.67,Weekend,5,18,30
101042,1185,5090,Economy,15.94,Weekday,3,15,59
101043,1256,5002,Shared,52.57,Weekday,4,8,44
101044,1244,5045,Premium,26.75,Weekday,4,14,15
101045,1131,5019,Premium,36.94,Weekday,5,7,21
101046,1087,5056,Economy,39.38,Weekday,4,23,52
101047,1404,5045,Economy,61.2,Weekday,4,19,16
101048,1488,5015,SUV,36.76,Weekend,4,21,22
101049,1206,5027,Economy,27.39,Weekday,4,7,26
101050,1249,5039,Economy,26.35,Weekday,5,18,27
101051,1134,5094,Shared,62.95,Weekday,2,15,21
101052,1429,5082,SUV,36.32,Weekday,3,14,69
101053,1016,5096,Premium,44.11,Weekday,4,11,43
101054,1125,5009,Economy,33.84,Weekday,5,15,71
101055,1204,5017,Economy,38.08,Weekday,5,14,41
101056,1327,5076,Economy,37.14,Weekday,4,21,51
101057,1229,5040,Economy,62.91,Weekend,4,3,68
101058,1269,5091,Economy,30.64,Weekday,3,21,30
101059,1398,5051,Economy,27.35,Weekday,5,8,69
101060,1478,5060,SUV,50.21,Weekend,5,20,31
101061,1278,5029,Premium,25.96,Weekday,2,10,63
101062,1175,5035,Economy,62.48,Weekday,5,17,18
101063,1492,5013,Economy,36.34,Weekday,5,18,40
101064,1413,5035,Economy,30.15,Weekend,3,12,40
101065,1405,5032,Shared,41.65,Weekend,4,10,39
101066,1199,5013,Economy,51.81,Weekday,Not given,10,18
101067,1254,5031,Premium,36.36,Weekday,5,8,29
101068,1015,5067,Shared,44.95,Weekend,2,21,59
101069,1441,5044,Premium,37.21,Weekday,5,20,45
101070,1276,5018,SUV,59.87,Weekday,5,4,36
101071,1208,5045,Economy,22.17,Weekday,5,11,25
101072,1236,5042,Shared,33.53,Weekday,5,11,61
101073,1316,5010,Economy,33.01,Weekday,3,12,34
101074,1162,5033,Shared,14.93,Weekend,4,3,55
101075,1290,5079,Economy,10.0,Weekday,4,7,41
101076,1012,5007,Economy,43.11,Weekday,4,15,61
101077,1105,5051,Shared,63.0,Weekday,2,8,34
101078,1429,5047,Economy,61.87,Weekday,5,16,21
101079,1300,5045,SUV,58.88,Weekday,3,4,64
101080,1240,5080,Economy,46.02,Weekday,5,16,64
101081,1222,5032,Shared,54.38,Weekday,Not given,7,53
101082,1388,5048,Economy,29.23,Weekend,3,6,34
101083,1424,5021,Premium,19.28,Weekday,4,10,26
101084,1111,5068,Economy,41.91,Weekday,Not given,22,17
101085,1206,5030,Premium,52.15,Weekend,4,4,26
101086,1487,5069,Economy,24.23,Weekday,4,23,36
101087,1377,5043,Economy,37.73,Weekend,Not given,4,67
101088,1132,5087,SUV,64.54,Weekend,5,15,39
101089,1187,5019,Economy,17.41,Weekend,3,15,42
101090,1436,5070,SUV,27.19,Weekday,Not given,18,53
101091,1417,5018,Economy,22.13,Weekday,4,22,29
101092,1303,5005,Economy,9.8,Weekend,1,8,11
101093,1137,5084,Economy,58.05,Weekday,5,9,25
101094,1266,5045,Shared,34.09,Weekday,4,5,56
101095,1398,5008,Economy,54.39,Weekend,5,11,48
101096,1192,5064,Economy,36.27,Weekday,1,19,12
101097,1188,5053,Economy,52.96,Weekend,3,18,62
101098,1377,5047,Economy,11.93,Weekday,5,10,20
101099,1336,5071,Premium,13.85,Weekday,5,8,25
101100,1390,5059,Economy,19.73,Weekday,5,23,23
101101,1162,5039,SUV,12.55,Weekday,4,13,19
101102,1432,5064,SUV,32.57,Weekend,Not given,19,46
101103,1414,5073,SUV,12.75,Weekday,3,12,18
101104,1464,5041,Economy,63.62,Weekday,5,21,35
101105,1319,5066,Economy,11.86,Weekday,4,19,47
101106,1282,5013,Economy,62.22,Weekday,Not given,16,49
101107,1379,5041,Premium,37.12,Weekday,4,14,23
101108,1229,5043,Economy,58.51,Weekend,4,4,65
101109,1044,5014,SUV,40.44,Weekday,1,14,54
101110,1303,5014,Economy,14.65,Weekend,3,13,19
101111,1223,5095,Premium,52.85,Weekend,4,18,63
101112,1325,5010,Economy,62.24,Weekday,Not given,11,41
101113,1440,5089,Economy,41.7,Weekday,5,21,24
101114,1499,5055,Premium,62.17,Weekday,5,6,70
101115,1109,5048,Economy,24.6,Weekday,5,9,21
101116,1070,5049,Economy,47.31,Weekday,3,23,49
101117,1426,5087,Economy,22.68,Weekday,4,24,31
101118,1042,5086,Shared,61.04,Weekday,4,19,53
101119,1143,5032,Economy,32.39,Weekend,5,11,60
101120,1432,5087,Economy,21.53,Weekend,4,20,27
101121,1124,5090,Shared,12.76,Weekday,2,19,68
101122,1388,5056,SUV,54.38,Weekday,4,23,40
101123,1372,5065,Premium,57.62,Weekday,4,5,46
101124,1449,5057,Economy,26.84,Weekday,4,13,35
101125,1024,5089,Premium,64.61,Weekend,4,8,12
101126,1081,5028,Economy,31.78,Weekday,3,4,61
101127,1171,5038,Economy,22.43,Weekday,5,14,49
101128,1341,5095,Premium,38.65,Weekend,Not given,7,10
101129,1217,5092,Economy,38.23,Weekday,2,10,44
101130,1233,5041,Premium,49.74,Weekend,3,24,25
101131,1218,5090,Economy,38.76,Weekday,3,15,36
101132,1489,5082,Economy,16.18,Weekday,3,24,69
101133,1241,5080,Economy,42.97,Weekday,5,6,30
101134,1011,5047,SUV,10.04,Weekday,5,7,73
101135,1335,5079,Economy,47.73,Weekend,1,9,51
101136,1367,5067,Economy,7.14,Weekend,5,24,62
101137,1098,5026,Economy,20.26,Weekday,Not given,6,67
101138,1251,5020,Economy,25.75,Weekday,5,8,33
101139,1322,5027,Economy,17.73,Weekday,5,11,48
101140,1009,5006,Economy,10.09,Weekend,4,23,28
101141,1015,5027,Economy,41.26,Weekend,4,13,40
101142,1486,5072,Economy,41.74,Weekday,5,16,47
101143,1413,5019,Shared,45.34,Weekday,4,3,14
101144,1465,5035,Economy,50.75,Weekday,4,7,30
101145,1402,5062,Economy,7.24,Weekend,Not given,23,64
101146,1191,5092,Premium,32.82,Weekday,5,10,27
101147,1028,5047,Economy,32.36,Weekday,Not given,8,68
101148,1418,5065,Economy,19.53,Weekday,5,10,12
101149,1015,5050,Shared,56.18,Weekday,5,23,57
101150,1278,5006,Economy,7.27,Weekend,4,9,38
101151,1410,5020,Economy,50.46,Weekday,3,13,36
101152,1481,5059,Premium,20.52,Weekday,5,6,40
101153,1485,5009,Economy,36.31,Weekday,5,24,32
101154,1449,5014,Shared,54.11,Weekday,3,7,38
101155,1469,5099,Economy,18.98,Weekday,5,9,45
101156,1391,5015,Economy,60.89,Weekend,5,10,72
101157,1205,5070,Premium,11.79,Weekday,Not given,7,41
101158,1096,5056,Economy,23.33,Weekday,4,22,56
101159,1172,5059,SUV,52.91,Weekday,5,14,66
101160,1351,5046,Economy,55.85,Weekday,4,8,54
101161,1297,5085,Economy,26.68,Weekday,3,15,51
101162,1197,5018,SUV,11.99,Weekday,Not given,20,26
101163,1174,5096,Economy,50.76,Weekday,4,11,39
101164,1409,5044,Economy,29.6,Weekday,Not given,19,19
101165,1307,5081,Shared,18.72,Weekday,5,14,25
101166,1421,5099,Shared,36.45,Weekday,Not given,21,20
101167,1447,5072,SUV,59.72,Weekday,5,11,25
101168,1372,5047,Economy,20.43,Weekend,Not given,3,12
101169,1181,5034,Economy,12.98,Weekend,5,10,30
101170,1010,5024,Economy,26.63,Weekday,3,10,73
101171,1464,5047,Economy,35.6,Weekday,5,14,22
101172,1459,5070,Economy,20.06,Weekday,4,8,48
101173,1415,5026,Economy,36.28,Weekday,Not given,14,27
101174,1071,5094,Economy,14.28,Weekday,5,23,38
101175,1107,5012,Premium,44.23,Weekday,5,11,27
101176,1347,5040,Economy,60.12,Weekday,5,17,49
101177,1443,5041,SUV,44.43,Weekend,3,22,25
101178,1226,5083,Economy,41.89,Weekday,1,18,33
101179,1058,5096,Economy,57.88,Weekend,1,23,28
101180,1317,5016,Economy,59.45,Weekday,Not given,19,17
101181,1367,5090,Premium,54.99,Weekday,Not given,14,54
101182,1065,5098,Economy,58.49,Weekday,5,5,69
101183,1343,5060,Shared,19.01,Weekend,5,19,33
101184,1094,5074,Economy,24.21,Weekday,3,19,31
101185,1416,5005,Economy,61.19,Weekday,Not given,14,16
101186,1407,5050,Premium,37.46,Weekday,1,21,13
101187,1475,5003,Economy,62.13,Weekend,5,23,23
101188,1132,5074,Economy,39.93,Weekday,Not given,13,39
101189,1309,5011,Economy,8.66,Weekday,5,20,53
101190,1010,5096,Premium,15.4,Weekday,2,11,19
101191,1350,5057,Shared,10.71,Weekday,5,4,74
101192,1317,5025,SUV,34.62,Weekday,4,23,71
101193,1171,5051,SUV,15.58,Weekday,2,10,11
101194,1002,5091,Economy,48.75,Weekday,4,13,63
101195,1400,5049,Economy,58.74,Weekend,Not given,15,49
101196,1492,5037,Premium,53.33,Weekend,4,16,54
101197,1167,5038,SUV,19.21,Weekday,5,13,28
101198,1194,5094,Economy,35.57,Weekday,4,15,64
101199,1011,5009,Economy,35.34,Weekday,5,7,34
101200,1215,5047,Economy,57.91,Weekday,4,6,69
101201,1064,5099,Economy,47.12,Weekday,4,4,49
101202,1099,5091,Shared,57.5,Weekday,3,6,19
101203,1012,5091,Shared,12.19,Weekday,1,12,40
101204,1097,5082,Premium,27.07,Weekend,4,13,70
101205,1114,5079,Economy,7.06,Weekday,5,15,43
101206,1452,5071,Premium,64.14,Weekday,4,3,71
101207,1492,5064,Premium,10.01,Weekday,5,23,28
101208,1480,5034,Premium,62.82,Weekend,5,20,20
101209,1479,5042,Premium,23.89,Weekend,4,15,53
101210,1232,5051,Premium,55.34,Weekday,Not given,7,18
101211,1465,5095,Shared,54.65,Weekday,Not given,9,52
101212,1401,5081,Economy,14.5,Weekday,Not given,14,47
101213,1287,5006,Shared,33.43,Weekday,4,5,48
101214,1346,5030,Economy,15.02,Weekend,3,22,46
101215,1191,5012,SUV,52.17,Weekday,5,9,17
101216,1063,5050,Premium,27.57,Weekday,2,19,62
101217,1299,5063,Shared,28.4,Weekday,4,13,34
101218,1139,5047,SUV,34.23,Weekday,5,8,74
101219,1433,5017,Premium,21.69,Weekday,5,17,49
101220,1087,5099,Economy,16.47,Weekend,5,22,23
101221,1418,5071,Economy,22.73,Weekday,5,20,34
101222,1359,5034,Economy,26.51,Weekday,5,19,35
101223,1437,5017,Shared,57.72,Weekday,5,20,51
101224,1409,5053,SUV,61.31,Weekend,4,18,56
101225,1223,5042,Shared,63.85,Weekend,5,7,46
101226,1108,5070,Shared,20.09,Weekday,5,18,36
101227,1079,5098,Premium,34.48,Weekday,4,14,32
101228,1360,5010,Economy,15.61,Weekday,5,18,18
101229,1200,5073,Economy,35.5,Weekday,5,14,52
101230,1404,5006,Premium,51.27,Weekend,Not given,11,16
101231,1332,5055,Economy,17.54,Weekend,4,20,74
101232,1242,5001,Economy,42.28,Weekday,5,10,60
101233,1466,5058,Economy,57.42,Weekend,4,18,54
101234,1328,5017,Economy,11.29,Weekday,5,12,40
101235,1240,5054,Premium,56.81,Weekday,5,9,62
101236,1152,5012,Economy,20.19,Weekend,4,16,55
101237,1232,5061,Economy,15.85,Weekday,4,13,51
101238,1094,5059,Premium,28.8,Weekday,4,5,13
101239,1187,5068,Economy,38.39,Weekday,5,15,49
101240,1049,5063,Economy,12.35,Weekday,4,23,19
101241,1077,5075,Economy,11.13,Weekend,4,5,43
101242,1448,5016,Economy,35.0,Weekday,5,8,51
101243,1059,5036,Economy,42.97,Weekend,5,11,19
101244,1413,5062,Economy,27.25,Weekday,5,6,42
101245,1213,5085,Premium,31.47,Weekend,5,5,58
101246,1432,5031,Economy,23.05,Weekday,5,16,33
101247,1297,5004,Economy,24.32,Weekday,4,13,38
101248,1064,5061,Premium,18.05,Weekend,5,5,35
101249,1118,5046,Premium,39.07,Weekend,5,15,22
101250,1382,5041,Shared,61.04,Weekday,Not given,19,49
101251,1175,5054,Premium,42.85,Weekday,Not given,5,53
101252,1497,5077,Economy,23.1,Weekday,4,12,35
101253,1127,5012,Premium,41.81,Weekend,4,5,23
101254,1151,5044,Economy,34.33,Weekday,4,5,62
101255,1263,5046,Premium,37.32,Weekday,Not given,21,18
101256,1267,5066,SUV,52.47,Weekday,1,19,49
101257,1109,5007,Economy,18.13,Weekend,5,19,64
101258,1446,5052,Economy,22.69,Weekend,Not given,16,44
101259,1400,5081,Economy,63.77,Weekend,Not given,22,55
101260,1416,5063,Shared,26.7,Weekday,5,5,47
101261,1251,5016,Shared,55.66,Weekday,4,6,21
101262,1152,5015,Economy,63.3,Weekday,4,21,31
101263,1017,5045,Economy,24.33,Weekend,3,3,35
101264,1352,5006,Economy,64.14,Weekend,2,13,39
101265,1411,5021,Shared,45.84,Weekend,Not given,12,63
101266,1475,5069,Premium,9.06,Weekend,4,20,49
101267,1016,5080,Economy,35.02,Weekday,5,15,71
101268,1351,5031,Economy,25.15,Weekday,3,21,19
101269,1043,5093,Premium,37.82,Weekend,Not given,12,11
101270,1066,5078,Economy,43.17,Weekday,4,16,60
101271,1383,5035,Premium,42.31,Weekday,Not given,21,21
101272,1022,5020,Economy,9.12,Weekday,2,4,23
101273,1419,5098,Shared,8.86,Weekday,Not given,10,68
101274,1155,5060,Shared,17.07,Weekday,5,21,52
101275,1372,5010,Economy,24.74,Weekend,1,5,52
101276,1466,5066,Economy,59.07,Weekend,Not given,24,64
101277,1363,5095,SUV,48.29,Weekend,3,13,42
101278,1208,5081,Economy,51.7,Weekday,1,24,33
101279,1030,5071,Economy,7.91,Weekday,5,16,31
101280,1448,5033,Economy,56.89,Weekday,5,14,40
101281,1415,5035,Economy,22.64,Weekday,4,17,28
101282,1221,5096,Premium,16.68,Weekday,5,13,34
101283,1111,5051,Economy,48.65,Weekday,4,4,40
101284,1099,5017,SUV,24.66,Weekday,5,23,55
101285,1202,5024,Shared,20.66,Weekend,4,16,38
101286,1171,5021,SUV,19.48,Weekday,3,6,73
101287,1247,5041,Economy,61.39,Weekend,5,7,45
101288,1112,5087,Premium,26.96,Weekend,4,21,15
101289,1398,5093,Economy,64.44,Weekday,5,12,14
101290,1284,5042,Premium,33.67,Weekday,1,11,49
101291,1249,5006,Premium,20.9,Weekday,5,7,39
101292,1077,5058,Economy,34.99,Weekday,Not given,17,69
101293,1385,5022,Economy,46.06,Weekend,4,14,11
101294,1342,5056,Shared,61.06,Weekday,Not given,3,60
101295,1069,5062,Economy,27.13,Weekend,5,6,64
101296,1483,5045,Economy,63.95,Weekday,Not given,22,65
101297,1309,5058,Economy,61.05,Weekend,4,22,21
101298,1152,5012,Economy,17.61,Weekday,5,14,18
101299,1399,5033,SUV,56.43,Weekday,5,9,23
101300,1349,5030,Economy,14.65,Weekday,2,9,38
101301,1282,5099,SUV,34.64,Weekend,4,5,20
101302,1275,5016,Shared,41.92,Weekday,5,14,23
101303,1273,5054,Economy,25.85,Weekday,5,16,45
101304,1319,5079,Shared,34.14,Weekend,3,19,65
101305,1410,5095,Economy,15.99,Weekday,Not given,15,20
101306,1080,5020,Economy,62.78,Weekday,3,22,68
101307,1342,5081,Economy,26.52,Weekend,5,18,32
101308,1423,5047,Economy,37.16,Weekday,3,15,15
101309,1066,5086,Shared,60.38,Weekend,4,24,27
101310,1176,5091,Premium,38.23,Weekday,5,15,70
101311,1435,5083,Economy,28.88,Weekday,4,7,56
101312,1089,5050,Economy,17.18,Weekday,3,22,45
101313,1320,5015,SUV,15.24,Weekend,4,12,62
101314,1360,5030,Economy,53.97,Weekday,5,7,67
101315,1472,5065,Economy,42.96,Weekday,3,5,63
101316,1271,5028,Premium,10.62,Weekday,3,14,54
101317,1320,5054,Economy,44.61,Weekend,4,23,65
101318,1271,5057,Premium,27.16,Weekend,Not given,22,61
101319,1182,5066,Economy,41.68,Weekday,5,13,41
101320,1104,5048,Economy,56.29,Weekday,5,14,46
101321,1197,5035,Premium,40.67,Weekday,1,13,63
101322,1482,5056,Shared,31.7,Weekday,3,21,72
101323,1376,5092,Economy,23.03,Weekend,4,7,64
101324,1136,5055,Economy,48.17,Weekday,5,17,37
101325,1362,5004,Shared,17.53,Weekday,4,22,21
101326,1241,5004,Shared,24.48,Weekday,4,3,64
101327,1451,5065,Shared,21.08,Weekend,5,10,41
101328,1062,5011,Economy,57.76,Weekday,4,15,54
101329,1239,5052,Economy,41.7,Weekday,5,24,50
101330,1259,5076,Shared,36.75,Weekday,4,18,27
101331,1494,5095,Economy,61.49,Weekday,5,4,49
101332,1144,5006,Economy,59.23,Weekend,5,21,52
101333,1337,5030,Economy,8.13,Weekday,2,21,59
101334,1048,5024,SUV,35.32,Weekend,1,6,24
101335,1076,5004,Premium,61.12,Weekend,4,20,49
101336,1470,5075,Economy,25.57,Weekday,4,15,19
101337,1402,5005,Economy,39.79,Weekday,Not given,6,61
101338,1372,5017,Premium,35.39,Weekday,5,20,13
101339,1265,5084,Economy,30.87,Weekend,4,7,55
101340,1472,5068,Economy,7.77,Weekday,1,20,21
101341,1437,5048,Economy,39.04,Weekday,5,13,37
101342,1272,5063,Economy,33.13,Weekday,5,8,40
101343,1094,5007,Economy,36.37,Weekday,Not given,24,38
101344,1018,5056,Premium,17.61,Weekday,4,7,12
101345,1419,5049,Premium,58.15,Weekday,5,4,27
101346,1409,5033,Economy,60.28,Weekday,4,9,30
101347,1280,5028,Economy,33.49,Weekday,Not given,8,36
101348,1175,5012,Premium,37.97,Weekday,4,14,68
101349,1056,5013,Economy,38.2,Weekday,1,16,72
101350,1154,5004,Premium,32.2,Weekday,4,17,35
101351,1193,5035,Premium,40.43,Weekday,5,16,73
101352,1475,5044,Economy,27.23,Weekday,5,22,17
101353,1474,5004,Premium,14.71,Weekday,4,6,68
101354,1441,5023,Economy,28.16,Weekend,5,8,44
101355,1344,5080,Premium,51.25,Weekday,4,9,58
101356,1403,5025,Economy,15.4,Weekday,5,18,66
101357,1161,5021,SUV,20.8,Weekday,5,7,26
101358,1238,5008,SUV,50.41,Weekend,4,17,60
101359,1288,5056,Economy,36.73,Weekday,5,23,25
101360,1075,5091,Economy,60.56,Weekday,5,22,40
101361,1141,5003,Economy,38.79,Weekday,4,18,55
101362,1471,5092,Economy,36.5,Weekday,5,12,45
101363,1017,5057,Economy,41.86,Weekday,5,20,20
101364,1123,5045,Economy,64.51,Weekday,4,13,57
101365,1051,5013,Economy,23.82,Weekday,4,16,47
101366,1484,5028,Economy,21.82,Weekday,5,14,70
101367,1165,5003,Economy,25.13,Weekday,1,17,10
101368,1078,5032,Economy,37.75,Weekend,5,10,30
101369,1475,5011,Economy,51.53,Weekday,1,14,61
101370,1445,5003,Economy,17.05,Weekday,Not given,17,28
101371,1008,5067,SUV,23.21,Weekday,4,10,62
101372,1085,5085,Economy,55.99,Weekday,4,4,30
101373,1214,5054,Economy,18.91,Weekday,5,18,62
101374,1109,5005,Shared,31.49,Weekday,3,7,41
101375,1334,5080,Economy,23.92,Weekday,5,13,21
101376,1370,5092,Premium,55.68,Weekend,Not given,22,11
101377,1122,5066,SUV,10.64,Weekday,5,9,70
101378,1201,5008,Economy,36.39,Weekday,4,11,57
101379,1223,5064,Economy,9.63,Weekday,4,23,38
101380,1291,5081,Economy,22.07,Weekday,2,13,60
101381,1261,5024,Premium,41.62,Weekday,3,21,36
101382,1038,5023,Economy,32.28,Weekday,5,24,39
101383,1464,5076,Economy,47.7,Weekday,3,8,34
101384,1171,5033,Economy,7.35,Weekend,5,9,40
101385,1467,5018,Economy,31.63,Weekend,5,8,74
101386,1396,5048,Premium,34.97,Weekday,3,23,69
101387,1288,5091,SUV,58.88,Weekday,Not given,19,45
101388,1323,5069,Shared,62.33,Weekend,5,19,16
101389,1499,5067,Economy,25.14,Weekday,Not given,21,15
101390,1270,5041,Economy,53.48,Weekday,4,12,37
101391,1057,5042,Economy,57.78,Weekday,5,9,30
101392,1086,5084,Economy,38.32,Weekend,4,3,74
101393,1323,5063,SUV,48.2,Weekend,4,3,72
101394,1145,5042,Shared,50.25,Weekday,3,4,70
101395,1320,5032,Shared,59.16,Weekday,5,16,56
101396,1172,5034,Premium,48.9,Weekend,5,12,19
101397,1378,5097,Premium,24.6,Weekday,4,14,13
101398,1431,5055,Economy,19.18,Weekday,4,18,43
101399,1435,5028,Economy,22.68,Weekday,5,4,48
101400,1422,5050,Shared,17.77,Weekday,2,12,52
101401,1205,5014,Economy,14.1,Weekday,4,18,29
101402,1480,5040,Economy,41.05,Weekday,Not given,20,50
101403,1435,5052,Economy,43.9,Weekend,3,22,22
101404,1310,5086,Economy,30.91,Weekday,4,14,15
101405,1391,5039,Economy,11.29,Weekend,5,12,42
101406,1130,5065,Economy,12.93,Weekend,5,24,40
101407,1102,5049,Economy,36.27,Weekday,5,22,60
101408,1235,5066,SUV,20.95,Weekend,4,16,64
101409,1227,5076,Economy,40.66,Weekday,5,22,58
101410,1017,5057,Economy,23.31,Weekday,4,23,53
101411,1420,5073,Economy,22.12,Weekday,5,20,50
101412,1406,5006,Economy,20.08,Weekday,5,16,20
101413,1418,5006,SUV,21.61,Weekday,2,16,24
101414,1452,5005,Premium,8.81,Weekday,4,24,61
101415,1472,5095,Economy,48.12,Weekday,5,21,51
101416,1301,5018,Economy,40.13,Weekend,3,16,34
101417,1447,5065,Economy,25.85,Weekday,5,24,44
101418,1165,5024,Shared,17.15,Weekday,3,20,12
101419,1428,5009,Economy,16.44,Weekend,4,8,23
101420,1113,5015,Economy,32.31,Weekday,2,9,13
101421,1217,5072,Economy,25.93,Weekday,4,24,32
101422,1092,5097,Economy,10.07,Weekday,4,6,37
101423,1083,5033,Economy,58.55,Weekday,5,22,44
101424,1347,5039,Economy,46.35,Weekday,3,23,60
101425,1268,5017,Economy,52.49,Weekday,5,8,17
101426,1103,5007,Economy,13.01,Weekend,5,20,28
101427,1397,5083,Economy,10.79,Weekday,5,15,47
101428,1007,5068,Premium,9.69,Weekday,4,23,27
101429,1449,5019,Economy,60.04,Weekday,4,5,23
101430,1400,5043,SUV,35.44,Weekend,4,3,51
101431,1256,5095,Economy,25.66,Weekend,5,16,70
101432,1403,5093,Economy,10.44,Weekday,4,23,65
101433,1391,5010,Premium,17.86,Weekend,4,23,38
101434,1030,5077,Economy,8.04,Weekend,5,22,12
101435,1268,5028,Economy,49.25,Weekday,5,21,14
101436,1495,5069,Economy,25.8,Weekday,4,9,38
101437,1049,5050,Premium,36.2,Weekday,Not given,8,33
101438,1409,5083,Economy,40.01,Weekend,5,17,74
101439,1496,5050,Economy,44.59,Weekend,5,24,26
101440,1435,5038,Economy,25.67,Weekend,5,5,52
101441,1250,5062,Economy,56.04,Weekday,3,12,27
101442,1310,5021,Economy,37.57,Weekday,3,4,35
101443,1235,5016,Economy,34.98,Weekday,5,9,53
101444,1166,5064,Economy,23.56,Weekend,4,15,29
101445,1334,5097,Shared,12.57,Weekend,5,3,72
101446,1118,5035,Economy,31.76,Weekday,4,21,34
101447,1304,5020,Premium,14.43,Weekend,4,19,12
101448,1198,5087,Shared,45.39,Weekend,5,17,25
101449,1314,5062,Economy,16.36,Weekday,4,4,42
101450,1493,5041,Premium,45.05,Weekday,Not given,5,23
101451,1299,5030,Shared,59.8,Weekday,5,18,32
101452,1449,5037,Economy,9.96,Weekday,5,6,73
101453,1250,5090,Economy,56.44,Weekday,Not given,9,17
101454,1085,5001,Economy,28.52,Weekend,4,3,39
101455,1407,5036,Economy,48.85,Weekday,4,15,24
101456,1378,5032,Shared,54.95,Weekday,5,14,62
101457,1177,5089,Shared,24.95,Weekday,Not given,14,43
101458,1245,5042,Shared,10.94,Weekday,5,16,52
101459,1203,5095,Economy,10.12,Weekday,4,22,46
101460,1275,5045,Premium,24.85,Weekend,2,7,45
101461,1299,5019,SUV,42.39,Weekday,3,9,65
101462,1336,5067,Premium,32.49,Weekday,Not given,5,69
101463,1312,5063,Economy,41.82,Weekday,4,5,52
101464,1322,5042,SUV,48.42,Weekday,5,24,53
101465,1107,5075,Shared,22.85,Weekday,Not given,6,53
101466,1295,5024,Economy,15.73,Weekend,3,13,37
101467,1286,5078,Premium,36.1,Weekday,3,8,45
101468,1119,5027,Economy,12.85,Weekday,5,9,19
101469,1295,5075,Premium,13.97,Weekday,Not given,12,65
101470,1340,5037,Economy,43.84,Weekend,1,8,57
101471,1035,5018,Economy,34.76,Weekend,5,24,11
101472,1330,5069,Shared,22.17,Weekday,3,21,11
